,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2000_agg,2010_agg,pct_delta
3482,96971,92653,Laguna Hills,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange,3483,114.8763,117.1668,121.5858,124.8377,122.1512,114.6452,117.9179,119.7332,116.6693,115.9925,119.8709,125.3147,125.7597,121.9525,124.3175,125.6184,123.6868,120.4914,119.3932,117.2796,117.2012,130.3729,128.8245,133.4046,132.2525,131.1781,134.0671,142.7102,141.2448,139.8159,132.8793,138.2623,136.6898,144.841,137.0015,143.4302,142.025,147.4363,148.3229,149.4279,156.5228,153.5189,150.2747,149.9048,155.3748,157.5822,159.7294,157.2133,156.9706,165.7784,168.1047,163.1058,169.207,163.2545,167.1459,166.1833,165.0527,175.2297,177.4608,182.2322,181.4449,185.9633,185.8756,176.0194,180.6,178.6008,183.1033,186.9983,187.5551,187.2324,190.5657,200.0,198.2265,195.7787,202.6895,208.6855,204.2384,209.5783,213.0166,215.1287,215.9349,217.7129,215.4298,220.375,224.7259,236.9361,241.8361,249.3831,248.9196,257.3722,257.8558,259.947,269.9403,268.4302,273.8247,292.4279,303.9389,316.085,331.6868,349.7396,361.1599,345.649,340.5372,325.0318,331.6841,341.3467,336.6272,350.1316,360.8652,357.6417,366.4559,378.1484,373.5638,375.1971,365.1026,364.4784,378.8454,373.5905,391.5621,390.2397,388.0003,392.6472,396.0762,391.1212,385.5466,400.9069,401.7398,376.9614,370.0183,371.6274,368.7309,376.964,396.2566,398.4236,369.8248,361.7348,354.3888,332.06,,331.0168,,,,,264.502006567,298.2508,319.4013,329.868,295.1189,305.9175,291.4896,,251.4625,212.6637,246.6809,238.0424,239.1643,243.823,260.4047,272.2274,260.3944,255.9037,240.1026,248.4894,262.7125,246.9726,256.694,261.3518,272.1305,260.7675,268.0993,273.7954,247.0185,245.0581,235.1765,240.7821,256.5372,252.7864,239.9624,256.8262,269.614,278.5199,263.6678,248.6215,233.3828,234.7267,223.3716,216.2459,225.5373,244.0925,,239.387956565,256.4635,254.8166,249.4287,247.0997,252.1615,258.1165,253.8526,244.3647,249.5012,264.3061,258.9046,253.5874,273.0511,285.6533,305.4394,302.145,316.8324,332.052,315.3311,306.858,307.4764,,310.7895,309.3594,326.567,352.5811,351.8597,337.2524,318.1392,322.7054,312.6461,,311.5104,327.9724,300.6816,309.0113,339.9436,352.1507,330.5814,321.7862,324.3401,327.1582,330.5646,159.217633333,237.474233333,1.49150711741
3486,60789,07748,Middletown,NJ,New York,Monmouth,3487,98.0218,99.5852,104.395,100.6431,102.3517,104.0361,104.5935,96.1853,96.9806,94.3986,93.4816,91.796,88.9257,90.9423,95.8833,102.4323,104.9888,102.0539,102.1265,106.9697,106.6107,101.3696,102.4022,102.3762,99.9199,102.3922,103.2714,103.7722,106.2828,109.2839,102.1372,110.064,116.1613,110.0544,106.4081,104.5612,102.0746,101.8378,108.8603,115.3078,115.4456,112.3503,108.977,111.9053,112.029,115.002,119.6585,114.9643,113.4118,124.3477,127.0404,126.9657,130.1532,131.0216,135.7611,131.1613,133.2689,132.3269,128.5888,127.6563,125.4096,129.9193,129.0602,135.0264,146.0507,145.9817,138.1878,135.1152,142.4431,145.2444,138.7038,144.0423,154.778,152.3868,153.3735,158.1163,164.976,171.756,171.8895,172.3596,175.2005,177.21,185.3462,181.3188,183.1769,181.2222,185.9326,188.9211,192.4489,196.0476,193.6583,191.9554,188.9915,192.8658,200.8664,202.2743,185.5974,185.5938,188.2176,196.91,205.1589,226.0123,223.12,222.8376,215.7194,219.4187,236.8805,228.8438,235.6111,232.1189,236.2879,226.4363,233.5286,247.3086,246.5411,241.1748,240.8905,250.6258,268.3036,245.5178,236.2258,224.7657,242.0287,250.2726,248.5631,247.6866,240.0412,245.1223,245.0179,236.7153,233.6418,235.3944,233.1608,236.2841,240.8469,241.4417,245.9841,243.1184,240.0545,236.462,224.1472,225.1719,237.764,238.3754,226.2306,230.2575,218.7541,232.3531,232.3569,235.0246,224.6765,209.4789,203.413,188.1768,,173.7964,184.3455,188.1231,187.408,189.4809,190.856,189.3207,189.0119,186.7015,194.7338,200.6878,,197.6442,195.4692,204.304,205.7488,212.9225,207.5157,200.9747,197.5748,192.7497,193.384,200.0192,188.8535,187.0696,197.9516,192.1445,184.2196,189.4636,197.8102,196.6732,190.651,184.0744,183.4941,177.4592,,153.3704,162.6439,171.0556,184.9904,187.3647,184.7528,183.574,189.8197,188.2437,189.3783,180.8682,176.7864,180.944,189.3423,186.7945,174.6122,187.0636,204.6858,208.0916,219.6315,207.1401,202.2632,216.5448,197.0036,188.0213,184.3559,176.8326,192.9843,200.1199,211.0995,203.4454,196.3046,198.8978,195.2187,197.1172,199.8387,192.1946,189.9142,195.7282,201.1498,203.1269,202.7754,204.8405,211.2647,119.127766667,196.2946,1.64776529849
3492,93632,81004,Pueblo,CO,Pueblo,Pueblo,3493,42.494,51.4694,54.3199,54.5553,53.2752,61.8912,60.7864,58.2081,,,60.6862745098,63.8509,59.2879,56.8222,,56.0576,57.6057,58.7084,57.618,61.8515,55.1196,,60.853,64.2561,62.8997,64.3695,66.2032,66.9999,61.3676,56.5936,55.8353,66.9293,69.457,68.5969,59.7862,59.5784,61.562,66.3329,61.9735,63.2489,64.7497,69.5765,69.4814,69.7461,67.2253,64.8114,69.8665,70.2188,76.97,76.7138,77.0794,74.1928,73.557,75.2261,73.581,73.8964,67.0869,66.9888,71.3792,74.0959,74.68,75.022,72.9709,75.2306,77.4909,76.0732,71.2428,69.7771,71.7351,78.5081,76.5693,73.1315,72.0532,73.4061,72.0532,75.6427,78.4566,76.7538,73.4655,79.4238,72.3557,75.6373,71.6611,67.7173,70.0072,77.2668,81.6171,83.0407,84.6983,77.1692,78.9252,75.6986,68.8391,71.5195,76.6802,79.1488,79.9568,80.4573,78.9827,77.1141,76.7945,74.3422,74.7046,75.1279,79.1511,78.9148,82.0063,84.8761,87.8261,83.3109,86.8568,85.856,81.7939,79.4701,78.9645,84.8276,85.6769,75.0193,68.522,78.7469,82.7462,91.2584,96.3427,89.6345,82.1574,79.7064,80.9412,77.4096,83.2894,87.9991,80.0135,80.5257,86.0913,87.5686,86.4448,80.7093,79.3701,85.7573,84.0373,76.0207,75.0401,77.3645,79.5923,81.9395,75.8112,70.3369,70.8394,74.4021,75.6166,80.4821,76.9628,68.9793,71.1598,63.6353,58.8521,59.7905,56.8162,57.2562,57.6176,58.0064,57.1132,78.3181,79.5701,74.6766,67.0843,61.2199,62.8863,68.7615,79.9464,79.931,77.0392,79.4676,70.7458,75.6039,74.7754,68.5431,56.9476,62.8034,,67.1554,71.7313,73.9364,76.1021,68.0403,65.8294,69.3007,63.0693,59.0628,52.7851,58.9612,64.3426,61.0903,60.7071,64.3663,68.2704,55.0051,57.5911,62.8384,60.6721,59.0242,64.9882,62.4033,64.6321,71.4761,70.9549,68.1425,68.1856,64.496,72.2803,71.4958,74.908,71.9417,64.2789,,59.3931,70.2275,65.3181,64.6234,62.2969,72.4907,70.5866,73.8787,72.7268,78.093,78.8705,70.8811,,73.5073,84.4646,80.8435,84.3804,85.0992,86.4938,85.0649,86.7085,66.7990333333,62.5528666667,0.936433710867
3497,73154,34652,New Port Richey,FL,Tampa,Pasco,3498,39.6374,40.859,46.1322,44.8378,40.4167,39.7956,39.1893,38.3326,37.9537,40.268,39.8609,39.9811,41.0169,45.1195,44.169,42.7396,45.6242,45.7146,43.7451,44.2835,44.0081,43.1703,42.5587,41.9368,41.3774,42.3863,44.265,44.889,43.2244,43.1503,42.4062,43.0846,44.4744,44.2061,43.1041,43.4507,44.0288,44.6293,45.097,45.3411,46.1533,47.8937,47.2824,48.2255,46.554,46.3332,46.4622,46.6957,49.5357,50.1697,51.2934,52.5113,53.2586,52.8869,52.5742,50.8032,51.5006,51.3041,52.5916,50.522,52.8051,55.5138,57.0313,54.9978,54.1289,54.4889,55.42,57.5504,56.3027,56.5058,60.2861,61.861,60.4711,59.6572,59.6656,62.7562,62.492,62.1032,62.3787,61.1282,61.1926,60.6893,62.269,63.3346,63.1931,64.3579,64.6532,65.2573,64.5811,64.9056,67.6316,70.4342,70.5193,70.3776,70.4504,72.4482,79.5787,82.6563,82.667,81.8154,82.7043,85.4273,85.2019,86.1717,86.8133,88.8821,93.8281,93.3239,96.599,107.4833,111.0619,115.3139,116.3249,115.8621,113.3434,117.9538,119.1063,119.5911,118.6941,121.5793,120.4013,123.0725,123.1293,122.5138,117.1171,125.4218,121.7101,121.1806,115.725,115.697,111.3277,107.1741,100.9449,104.3226,107.2436,108.0421,112.9423,105.4938,102.4763,99.5481,96.7039,94.3496,93.5673,92.4525,97.7606,116.566,103.1072,87.9231,79.584,82.3399,80.8594,88.6495,86.9329,72.7206,,58.1315,67.5622,69.7381,65.1852,66.5751,66.9071,67.0253,65.4451,61.1346,62.182,65.9395,61.8427,58.9488,61.801,66.741,68.2115,65.2001,68.9812,58.5159,69.1074,61.8587,53.6173,46.1219,47.316,47.8643,46.036,46.5225,45.7231,51.6966,49.3948,39.0451,36.0228,38.3903,40.1307,43.0502,41.5373,44.6609,47.8252,49.268,47.1506,55.2358,54.0035,47.5464,48.0844,55.2111,57.0988,56.8431,52.458,50.9251,51.3159,54.4765,64.3585,72.9889,61.9738,49.6315,46.219,46.8245,52.7719,51.9296,51.9891,52.5657,57.3872,56.7659,59.2494,69.5857,66.8706,63.813,65.4947,67.3979,66.1278,57.107,54.8937,58.4382,63.6272,70.9094,69.3263,72.8632,74.1583,76.991,73.4852,47.2811333333,61.594,1.30271834995
3511,94916,85340,Litchfield Park,AZ,Phoenix,Maricopa,3512,,72.4623,71.5108,67.6841,,,,,,57.7571669477,,66.6746,69.0248,71.1559,,,,,,,,,63.2969034608,,71.3718,74.3684,,73.9199,,,,,,84.0336134454,78.9288,77.3062,,74.0458,72.08,68.7246,65.5535,65.4667,65.8758,68.2557,,83.8857,87.2811,82.0571,75.8609,75.493,72.5448,71.0689,,74.4383,75.4932,73.8146,74.3912,86.2298,86.648,81.1724,78.032,77.89,78.8841,84.7747,86.1335,84.723,82.0409,92.697,88.3342,80.4496,76.174,77.5201,78.3615,78.616,78.5963,79.212,78.7117,79.1501,79.2585,79.9669,80.2786,81.6313,83.124,82.0966,80.157,80.7168,83.3641,84.1085,85.1935,84.9892,84.5403,84.7054,84.3082,85.0121,86.6676,86.9755,89.014,89.9021,90.7865,89.6972,94.9419,99.3575,107.0884,109.7399,113.0675,116.083,118.9789,120.6134,124.7655,129.3828,135.8252,141.4467,146.79,150.5712,154.1873,157.0398,158.2927,160.1984,161.2994,162.5279,160.9064,158.6001,156.8118,156.945,156.8567,159.6982,157.7673,160.367,150.6544,150.5384,155.0573,149.9291,145.9183,146.1209,148.7415,144.9313,143.5568,136.6967,134.6422,128.3012,121.3974,124.6009,125.177,131.6617,132.4778,121.5163,109.9776,108.1312,111.2044,105.8022,111.4564,102.8956,94.6272,86.7263,87.5502,87.6247,87.2148,89.9327,86.3289,82.9373,77.5787,75.7355,80.5731,77.9562,73.9718,73.5338,69.9555,73.08,77.8296,80.1296,78.2367,73.4737,74.1976,79.0284,80.1222,76.6118,73.829,75.0018,76.0684,74.8879,76.387,73.8778,73.5963,71.7459,72.0009,76.1794,83.557,86.5,80.5971,80.1791,75.4178,75.8128,75.6878,77.9277,78.9724,81.0499,83.8258,83.225,87.9592,88.9268,88.0889,85.8866,88.5462,87.6648,88.6903,89.2757,90.8306,93.1816,94.7208,96.5055,99.0283,103.2166,103.2887,97.8675,104.7526,106.1811,102.9066,100.2846,101.8849,102.826,101.6039,106.5472,105.4064,101.9876,101.8419,103.7053,106.248,107.1072,108.2755,109.7871,109.624,108.338,105.3576,109.382,111.0783,84.7163711485,78.4206333333,0.925684519653
3514,60950,08060,Mt Holly Township,NJ,Philadelphia,Burlington,3515,,,,68.75,69.8967,74.1576,,72.1202,,,,68.2831661093,67.9793,69.2957,69.0956,68.8739,70.551,69.5696,,,71.9394194363,,,,,,71.7005076142,72.2746,76.3327,74.039,71.6425,70.3265,,70.6778,66.8646,70.0738,72.0245,71.8798,70.326,74.2644,77.6317,77.5095,72.7755,76.98,76.2798,75.3657,77.0974,80.3547,79.4908,78.0355,77.4073,77.4639,78.3192,78.6076,77.0142,75.8048,73.802,78.4635,82.6691,84.1931,82.4179,80.2019,80.9491,82.004,89.2769,95.4619,92.3929,92.9083,92.4158,92.8801,99.0243,99.3541,101.3879,99.0925,98.2184,98.3381,98.593,103.1301,106.1607,103.6176,96.6699,102.0547,109.3862,112.1635,107.265,104.1372,107.4805,113.8369,115.6112,115.0641,118.7686,122.6725,117.0469,122.9432,126.786,119.9168,118.13,123.1284,127.3237,123.9324,130.7131,133.4364,136.2658,135.2502,130.7857,131.5112,140.6413,139.3212,139.6705,140.5763,144.8936,148.7118,148.952,152.5621,155.3299,156.0039,158.0531,159.2692,149.6184,144.2348,141.8848,143.3357,144.8907,151.1042,160.0157,158.3387,154.8619,150.7819,150.0877,151.5247,155.2584,157.2197,152.008,152.8525,154.3891,154.7224,154.3749,156.985,159.3448,152.2638,153.3277,143.0212,,151.9161,159.9902,,149.6739,141.2975,145.8675,149.5696,145.5345,139.8854,141.4018,142.9634,140.7399,137.3209,133.3066,,142.5582,135.0568,134.8926,142.3356,138.8914,,128.9808,127.8692,,128.2579,,,140.384615385,143.3585,138.6072,,132.049,,126.5954,126.7305,,114.4677,,,118.421052632,122.8493,118.2969,118.5469,121.0237,,113.9441,94.991,106.869,,,125.238095238,117.5389,118.9429,,117.7639,118.2219,,,110.981308411,113.1722,113.9589,114.3448,,118.9022,117.974,117.659,,117.6461,112.3199,112.9588,119.2139,,,107.9218107,117.5062,117.9545,121.99,125.0587,127.601,127.7243,123.8318,121.3758,116.4816,,106.9515,,115.5836,119.7125,124.7763,123.3209,120.0362,118.4306,74.8356666667,132.521033333,1.77082719024
3517,98176,95409,Santa Rosa,CA,Santa Rosa,Sonoma,3518,121.1322,123.8479,127.482,129.2755,130.91,129.8803,130.187,126.0801,123.7555,126.5357,135.0708,136.5017,133.4154,133.9988,137.4116,134.0228,132.3616,133.4487,134.3798,132.9657,134.1319,135.1576,133.4277,134.1938,139.1761,139.295,137.4426,135.2685,135.6222,142.971,147.5452,144.8756,137.8824,138.3857,140.4933,145.2952,148.318,150.2421,155.0419,158.0291,156.7519,159.3908,164.9535,171.2658,164.9521,161.5388,163.9145,173.3033,180.2893,181.3956,181.6351,186.4864,193.4342,198.926,206.5246,204.4611,203.7725,201.3628,212.6572,211.8324,210.6433,215.385,217.5702,211.94,212.237,214.8555,217.038,218.3075,212.9134,210.2776,208.21,212.9159,221.609,224.8666,225.0436,234.5492,234.9175,237.8862,232.6841,228.0668,224.7372,224.9864,228.8867,235.6047,244.7326,250.6793,259.7584,257.516,263.136,257.2125,255.7304,261.3411,269.7381,275.6609,271.0256,276.181,283.1709,291.6782,298.2324,296.1513,296.3071,304.8169,308.5809,308.6854,303.4454,310.1846,319.7158,324.794,338.3722,344.211,351.5059,364.0914,366.1092,380.994,370.586,363.837,360.9792,355.736,346.1436,346.6825,340.2001,340.4809,336.7694,336.5476,333.8739,336.2538,339.2115,335.2335,323.7915,319.0284,324.9989,340.0195,331.7612,323.9774,319.2556,326.1301,323.3735,,301.0116,291.9202,275.9769,277.7371,,281.483,276.4068,275.3727,274.7033,282.6772,285.3488,271.6516,269.1269,,255.1902,227.6449,238.721,237.001,230.6081,232.5802,242.0873,246.8726,236.3336,237.755,239.7765,236.3501,237.4776,240.7935,242.5513,236.9927,238.6688,240.1084,236.7158,227.2064,229.5697,226.0992,225.3018,218.1414,217.4656,210.1265,219.3984,221.9217,221.2153,225.2089,213.1056,211.8334,213.0543,211.4717,218.0829,220.3387,212.9302,184.6748,173.9348,190.2385,201.9433,209.1329,206.3184,207.8266,210.2113,201.6758,222.342,230.4011,223.1052,228.5422,225.7664,229.7711,235.5756,248.0754,272.1517,275.277,274.0206,266.4835,269.9338,276.2072,289.521,283.7408,261.7811,263.722,266.2421,284.5822,297.2773,293.4125,301.5411,299.7304,313.1422,315.1167,296.1586,292.1983,,317.7138,328.9302,336.7526,316.809,324.7672,327.5673,324.3665,341.7181,167.095766667,226.1883,1.35364470634
3518,64881,17050,Hampden Township,PA,Harrisburg,Cumberland,3519,72.5213,71.098,71.6065,72.1208,73.0941,73.4212,71.8549,,70.4093,61.4722,,,66.8402777778,69.956,72.774,77.2248,75.4167,80.2132,74.4383,75.1009,76.227,79.6273,78.0668,73.7618,71.4705,74.4418,77.4118,77.1742,78.7724,76.2998,78.5496,82.2036,82.2165,80.3902,75.7937,77.6747,80.1528,80.2116,80.3385,81.0898,80.6426,81.2494,80.6018,84.6607,81.6895,81.1083,82.577,77.88,79.6702,80.5493,81.0852,79.2091,78.1003,79.6478,82.124,81.9795,83.4277,85.9561,87.2507,86.9045,84.7417,82.5334,82.5059,84.4862,85.9704,90.3501,88.519,87.0652,89.2181,88.4753,85.8639,84.7772,,,90.5133037694,86.8787,89.3903,86.9664,88.5832,90.3233,91.6999,93.1853,88.4789,88.1511,87.9652,90.2751,91.9965,94.6828,,89.8372,91.064,95.8913,96.955,97.1318,93.935,95.4753,,93.3905,94.4434,97.6092,100.508,107.5236,107.0117,105.972,102.2891,100.3793,101.8617,103.8231,105.9348,103.977,104.337,108.4537,110.031,111.7238,111.4743,110.935,112.6985,114.7479,115.0332,116.7772,117.6764,118.1686,118.7422,118.9569,116.8357,118.8657,122.282,122.0325,114.1722,111.3729,109.8608,117.3961,122.7601,122.0902,117.5965,123.1948,120.0472,119.1382,118.2464,119.754,122.5359,122.0491,123.8872,123.2671,122.2622,123.1758,120.8108,120.8414,122.7812,125.8167,124.5439,124.9851,123.6508,124.1316,121.1212,,117.2243,116.0232,113.8267,115.6626,116.4722,124.1188,123.5511,123.6984,124.327,123.8844,,123.3738,125.2742,123.7494,124.5863,124.5169,122.991,120.7916,118.1951,116.3684,117.4276,116.3731,114.3456,117.0942,118.8751,117.1792,120.9181,126.5043,121.2097,120.8507,121.6785,120.5012,117.0258,105.8895,113.5961,112.9363,117.2915,114.0177,116.9273,118.4469,119.228,116.2128,120.0532,117.0408,118.5848,114.1193,113.4236,118.3228,121.8182,123.3714,124.564,125.7444,121.0231,122.4286,122.2398,127.7951,129.9499,122.8059,122.6075,121.1137,117.0761,115.2457,119.7659,123.6166,124.4633,120.6046,120.2617,119.8281,123.0393,119.4023,120.1421,117.4363,118.4453,119.2229,121.4833,122.1714,121.5155,125.8636,127.4717,82.4848666667,121.463033333,1.47254930803
3519,99754,98367,Port Orchard,WA,Bremerton,Kitsap,3520,82.9633,80.2247,82.8292,82.0721,83.4593,80.8938,80.9174,81.9921,84.849,86.3022,87.2316,86.9559,84.5125,83.6165,88.1798,82.5164,84.9738,84.1351,83.1214,86.2153,86.1039,84.7547,79.1609,79.6607,81.3465,80.51,84.2881,89.81,88.5022,89.9853,89.5347,89.0602,86.2042,81.6794,82.951,84.9572,88.8983,83.239,81.7691,85.494,88.5839,90.499,86.9673,86.4251,85.6433,85.4884,87.531,89.1296,88.8205,91.6829,96.1269,96.1787,97.8899,99.1898,100.1879,93.9912,93.661,86.7291,92.7735,93.9304,96.2893,100.3233,99.6149,98.5766,98.066,103.1901,102.1703,,95.988,100.4469,,107.6355,108.2192,103.4867,101.7957,108.2404,108.6351,106.5913,104.9905,111.9404,112.8553,112.4149,108.0278,109.3472,110.1383,113.5376,116.2247,117.5213,115.6784,117.3568,117.0798,119.8792,122.1808,120.8981,127.9967,124.3149,124.4761,126.1471,129.979,131.8857,135.4686,136.6318,138.4968,140.4346,140.7599,136.0471,139.051,141.1423,143.6364,147.9712,149.9046,151.8818,160.1231,163.9987,167.8595,172.2582,173.1044,172.9623,161.9446,172.8293,166.5056,168.3187,172.434,174.6989,181.7997,186.195,188.3264,188.0449,186.5776,184.842,184.2178,187.2466,181.9926,180.3592,175.8826,167.2369,160.5561,156.9923,159.2845,157.7881,146.9156,147.235,137.0229,143.3745,135.901,141.1337,147.7569,148.8488,149.0821,149.6189,138.9565,135.5495,129.1764,132.8583,128.6186,133.35,141.9104,140.1925,139.3711,141.1816,145.5761,157.9937,150.0913,145.7564,144.9865,137.3175,127.8304,128.8889,141.296,143.2413,140.8957,134.9724,138.4059,143.6798,130.7698,130.9765,137.5937,135.8943,127.9918,131.1586,127.5431,144.8185,147.9428,152.3405,142.0851,138.332,133.4729,131.5073,129.0217,120.7183,,121.969,125.6499,127.0126,135.3,145.8677,144.2797,140.208,145.0368,140.6576,137.9774,137.4037,129.4505,132.4669,130.1149,136.955,143.1019,144.356,144.7575,143.9979,146.2197,141.7044,146.2916,142.253,135.0674,133.6692,130.5425,131.4807,137.805,142.5352,145.026,147.571,152.9548,152.5662,148.5459,150.5614,150.397,151.6835,150.5593,152.4763,156.7698,159.162,157.7417,158.741,150.3738,84.6323,135.3567,1.59935036623
3520,96385,91362,Thousand Oaks,CA,Ventura,Ventura,3521,130.4662,131.4216,132.5087,135.2205,133.0807,129.0894,128.4049,130.4185,129.9942,128.4008,126.9699,127.8085,131.1628,131.2294,131.449,132.4548,135.1939,136.3809,139.3616,141.4529,141.4938,145.6782,144.3909,141.9689,141.355,145.2479,149.0302,148.9906,151.5343,152.6548,153.2332,157.9547,158.4465,153.791,156.5232,158.2873,157.1316,154.4236,159.3871,161.6003,163.1801,159.2983,154.1103,157.9352,160.0209,166.6688,170.5098,172.6827,170.3244,171.6083,178.7196,183.5979,179.7261,175.1619,180.2919,181.0871,183.149,181.1386,184.1594,188.6803,187.4449,186.8331,188.6765,189.8132,186.9843,191.7032,187.9022,193.9481,195.3685,200.5901,198.3467,198.6097,200.809,205.8969,212.461,214.591,217.8736,221.8594,228.7918,225.7312,223.6631,224.9091,228.8937,240.284,243.6317,246.3361,249.9029,255.2899,266.6672,277.5053,276.6201,280.9807,284.3465,291.5719,294.561,302.1608,317.086,327.8011,339.2803,347.9947,344.5667,329.6049,327.042,328.6785,330.0913,331.7985,332.4701,338.5479,347.858,359.9129,365.3343,372.5859,379.1418,379.832,387.9894,383.6212,381.7041,374.1431,373.3017,372.1998,375.781,378.3551,386.6642,390.4805,386.235,376.3692,366.0475,371.9241,374.2955,370.2946,371.8625,377.0114,379.2596,379.085,375.6726,375.64,375.2865,376.1645,367.7059,358.6307,362.4817,348.1509,,301.8113,300.7836,311.4504,313.728,317.3067,312.9133,302.3726,311.927,302.855,292.1832,272.8129,277.7603,261.1933,272.9556,283.1045,288.287,280.0339,283.7153,282.1984,282.5347,277.2317,288.4456,285.5539,276.5464,272.5706,278.7349,278.5458,279.0699,284.5703,281.2832,266.1584,263.4082,269.312,276.4048,278.8238,272.762,264.8903,264.5328,258.8536,266.1149,277.8801,273.8059,271.6312,260.5297,257.5507,252.6425,249.605,238.0161,242.711,247.71,245.7077,255.3443,256.7444,276.3085,279.5663,274.6246,273.8528,282.7762,286.322,275.1361,271.6612,278.8576,289.3735,303.2733,303.4483,305.8015,313.7041,322.5828,317.2162,319.8272,323.3832,327.8325,310.9588,315.3786,345.8941,340.817,329.1092,322.8966,336.7681,325.1915,317.0839,313.4442,320.4925,322.4322,318.8817,325.8096,336.4945,339.3256,340.4527,344.3014,350.8116,347.6769,167.199466667,279.063533333,1.66904559504
